title,author_name,author_birth_year,author_death_year,translators,subjects,bookshelves,copyright,download_count
The Hawthorne: A Christmas and New Years Present,N/A,N/A,N/A,,Children's stories,"Browsing: Children & Young Adult Reading, Browsing: Literature",False,75
Rilla of the Lighthouse,"North, Grace May",1876,1960,,"Bildungsromans, Identity (Philosophical concept) -- Juvenile fiction, Lighthouses -- Juvenile fiction, New England -- Juvenile fiction, Reunions -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction, Browsing: Literature",False,75
"Tom Fairfield's Schooldays; or, The Chums of Elmwood Hall","Chapman, Allen",,,,"Boarding schools -- Juvenile fiction, Boys -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,75
Roy Blakeley's Motor Caravan,"Fitzhugh, Percy Keese",1876,1950,,"Automobile travel -- Juvenile fiction, Boy Scouts of America -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,75
"The Girls of Friendly Terrace; or, Peggy Raymond's Success","Smith, Harriet L. (Harriet Lummis)",1866,1947,,"Friendship -- Juvenile fiction, Girls -- Juvenile fiction, Neighbors -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,75
Grace Harlowe's Overland Riders in the High Sierras,"Chase, Josephine",,1931,,"Adventure stories, Brigands and robbers -- Juvenile fiction, Cowgirls -- Juvenile fiction, Firearms -- Juvenile fiction, Sierra Nevada (Calif. and Nev.) -- Description and travel -- Juvenile fiction, Vacations -- Juvenile fiction, Western stories","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Travel & Geography",False,75
Our Little Grecian Cousin,"Nixon-Roulet, Mary F.",,1930,,Children -- Greece -- Juvenile literature,"Browsing: Children & Young Adult Reading, Browsing: History - European",False,75
"The Saddle Boys at Circle Ranch; Or, In at the Grand Round-Up","Carson, James, Captain",,,,"Cowboys -- Juvenile fiction, Horsemanship -- Juvenile fiction, Ranch life -- Juvenile fiction, Western stories","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction",False,75
Frank Armstrong at Queens,"Colton, Matthew M.",1859,1925,,"Boarding schools -- Juvenile fiction, Sports stories","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Sports/Hobbies/Motoring",False,75
Flaxie Growing Up: Flaxie Frizzle Stories,"May, Sophie",1833,1906,,"Conduct of life -- Juvenile fiction, Friendship -- Juvenile fiction, Girls -- Conduct of life -- Juvenile fiction, Grandmothers -- Juvenile fiction, Kindness -- Juvenile fiction, Responsibility -- Juvenile fiction, Siblings -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Literature",False,75
The Boy Scouts with the Red Cross,"Shaler, Robert",,,,"Boy Scouts of America -- Juvenile fiction, Mystery and detective stories, Red Cross and Red Crescent -- Juvenile fiction, Strikes and lockouts -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,75
"The River Motor Boat Boys on the Amazon; Or, The Secret of Cloud Island","Gordon, Harry",,,,"Amazon River -- Juvenile fiction, Boats and boating -- Juvenile fiction, Motorboats -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,75
The Border Boys with the Mexican Rangers,"Goldfrap, John Henry",1879,1917,,"Cowboys -- Juvenile fiction, Mexico -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,75
Marjorie Dean Macy,"Chase, Josephine",,1931,,"Betrothal -- Juvenile fiction, Marriage customs and rites -- Juvenile fiction, Young women -- Social life and customs -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction",False,75
Der Weihnachtsabend: Eine Erzählung zum Weihnachtsgeschenke für Kinder,"Schmid, Christoph von",1768,1854,,"Children's stories, German, Christmas stories","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Literature",False,75
Pikku Lallin maapallo,"Bergh, John",1872,1939,,Children's stories,"Browsing: Children & Young Adult Reading, Browsing: Literature",False,75
Airplane Boys Discover the Secrets of Cuzco,"Craine, E. J. (Edith Janice)",1881,,,"Aeronautics -- Juvenile fiction, Cuzco (Peru) -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Travel & Geography",False,75
The Island of Appledore,"Meigs, Cornelia",1884,1973,,"Adventure stories, Islands -- Juvenile fiction, New England -- Juvenile fiction, World War, 1914-1918 -- United States -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction",False,75
"Tom Pagdin, Pirate","Brady, E. J. (Edwin James)",1869,1952,,"Adventure stories, Australia -- Juvenile fiction, Boys -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,75
Orville College: A Story,"Wood, Henry, Mrs.",1814,1887,,Schools -- England -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,75
"The Girl's Own Paper, Vol. XX. No. 1010, May 6, 1899",Various,,,,Children's literature -- Periodicals,"Browsing: Children & Young Adult Reading, Browsing: Other, The Girls Own Paper",False,75
"Harper's Round Table, March 23, 1897",Various,,,,Children's periodicals,"Browsing: Children & Young Adult Reading, Browsing: Encyclopedias/Dictionaries/Reference",False,75
"Billie Bradley and Her Inheritance; Or, The Queer Homestead at Cherry Corners","Wheeler, Janet D.",,,,"Girls -- Juvenile fiction, Inheritance and succession -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Children's Book Series",False,74
Three Young Knights,"Donnell, Annie Hamilton",1862,1943,,"Christian life -- Juvenile fiction, Farm life -- Juvenile fiction, Sunday school literature","Browsing: Children & Young Adult Reading, Browsing: Literature",False,74
Polly and the Princess,"Dowd, Emma C.",1851,1938,,"Almshouses -- Juvenile fiction, Girls -- Juvenile fiction, Poor women -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,74
"Boy Scouts on Motorcycles; Or, With the Flying Squadron","Ralphson, G. Harvey (George Harvey)",1879,1940,,"Boy Scouts of America -- Juvenile fiction, China -- Juvenile fiction, Motorcycles -- Juvenile fiction, United States. Secret Service -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Children's Book Series",False,74
"Nan Sherwood's Winter Holidays; Or, Rescuing the Runaways","Carr, Annie Roe",,,,Vacations -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Fiction, Children's Book Series, Christmas",False,74
"Out with Gun and Camera; or, The Boy Hunters in the Mountains","Stratemeyer, Edward",1862,1930,,"Fishing -- Juvenile fiction, Hunting -- Juvenile fiction, Photography -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,74
The Brighton Boys with the Flying Corps,"Driscoll, James R.",,,,"Aeronautics -- Juvenile fiction, Fighter pilots -- Juvenile fiction, Fighter planes -- Piloting -- Juvenile fiction, World War, 1914-1918 -- Aerial operations -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - Warfare, World War I",False,74
Martin Rattler,"Ballantyne, R. M. (Robert Michael)",1825,1894,,"Adventure stories, Aunts -- Juvenile fiction, Brazil -- Juvenile fiction, Conduct of life -- Juvenile fiction, Friendship -- Juvenile fiction, Natural history -- Juvenile fiction, Orphans -- Juvenile fiction, Outdoor life -- Juvenile fiction, Sailors -- Juvenile fiction, Survival skills -- Juvenile fiction, Young men -- Conduct of life -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction, Children's Fiction",False,74
"Don Strong, Patrol Leader","Heyliger, William",1884,1955,,"Baseball -- Juvenile fiction, Boy Scouts of America -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,74
"Through the Air to the North Pole: Or, The Wonderful Cruise of the Electric Monarch","Rockwood, Roy",,,,"Airships -- Juvenile fiction, Arctic regions -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Science-Fiction & Fantasy, Science Fiction",False,74
The Marvelous Land Of Oz,"Baum, L. Frank (Lyman Frank)",1856,1919,,"Conduct of life -- Juvenile fiction, Fantasy literature, Friendship -- Juvenile fiction, Kings and rulers -- Juvenile fiction, Magic -- Juvenile fiction, Oz (Imaginary place) -- Juvenile fiction, Practical jokes -- Juvenile fiction, Queens -- Juvenile fiction, Voyages and travels -- Juvenile fiction, Witches -- Juvenile fiction, Women soldiers -- Juvenile fiction, Youth -- Conduct of life -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Science-Fiction & Fantasy, Children's Literature, Fantasy",True,74
Rags: (The Story Of A Dog),"Niemann, Karen",,,,Dogs -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Fiction",False,74
"Rodney, the Partisan","Castlemon, Harry",1842,1915,,"United States -- History -- Civil War, 1861-1865 -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - American, US Civil War",False,74
"The Flamp, The Ameliorator, and The Schoolboy's Apprentice","Lucas, E. V. (Edward Verrall)",1868,1938,,Children's stories,"Browsing: Children & Young Adult Reading, Browsing: Literature",False,74
Dolly's College Experiences,"Jones, Mabel Cronise",1860,,,Women college students -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,74
Nuoren Robertin matka Grönlantiin isäänsä hakemaan,"Hoffmann, Franz",1814,1882,"Sainio, Antti","Arctic regions -- Juvenile fiction, Voyages and travels -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Travel & Geography",False,74
"Storm-Bound; or, A Vacation Among the Snow Drifts","Douglas, Alan, Captain",,,,"Boy Scouts of America -- Juvenile fiction, Winter storms -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,74
Happy Hearts,"Isle, June",,,,"Charity -- Juvenile fiction, Children -- Conduct of life -- Juvenile fiction, Christmas -- Juvenile fiction, Conduct of life -- Juvenile fiction, Family -- Juvenile fiction, Happiness -- Juvenile fiction, Siblings -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,74
"The School Friends; Or, Nothing New","Kingston, William Henry Giles",1814,1880,,"Brothers -- Juvenile fiction, Conduct of life -- Juvenile fiction, Friendship -- Juvenile fiction, Islands -- Juvenile fiction, Missionaries -- Juvenile fiction, Seafaring life -- Juvenile fiction, Shipwrecks -- Juvenile fiction, Students -- Juvenile fiction, Voyages and travels -- Juvenile fiction, Youth -- Conduct of life -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,74
Forbidden Cargoes,"Snell, Roy J. (Roy Judson)",1878,1959,,"Belize -- Juvenile fiction, Detective and mystery stories","Browsing: Children & Young Adult Reading, Browsing: Crime/Mystery, Browsing: Fiction",False,74
"A Clerk of Oxford, and His Adventures in the Barons' War","Everett-Green, Evelyn",1856,1932,,"Great Britain -- History -- Barons' War, 1263-1267 -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - Medieval/The Middle Ages",False,74
"Luke Barnicott, and Other Stories","Howitt, William",1792,1879,,"Children -- Conduct of life -- Juvenile fiction, Children's stories, Conduct of life -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,74
"Tom Fairfield's Hunting Trip; or, Lost in the Wilderness","Chapman, Allen",,,,"Boys -- Juvenile fiction, Hunting stories","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,74
"The Boy Aviators in Record Flight; Or, The Rival Aeroplane","Goldfrap, John Henry",1879,1917,,"Adventure stories, Aeronautics -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Science - General",False,74
"Among the Esquimaux; or, Adventures under the Arctic Circle","Ellis, Edward Sylvester",1840,1916,,"Adventure stories, Arctic regions -- Juvenile fiction, Conduct of life -- Juvenile fiction, Eskimos -- Juvenile fiction, Explorers -- Juvenile fiction, Muskox -- Juvenile fiction, Natural history -- Juvenile fiction, Orphans -- Juvenile fiction, Sailing -- Juvenile fiction, Voyages and travels -- Juvenile fiction, Youth -- Conduct of life -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Travel & Geography",False,74
"Motor Matt; or, The King of the Wheel: Motor Stories Thrilling Adventure Motor Fiction No 1.","Matthews, Stanley R.",,,,"Adventure stories, Dime novels, Inventors -- Juvenile fiction, Mechanics -- Juvenile fiction, Motorcycles -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,74
Belle Powers' Locket,"Mathews, Joanna H. (Joanna Hooe)",1849,1901,,"Aunts -- Juvenile fiction, Christian life -- Juvenile fiction, Conduct of life -- Juvenile fiction, Cousins -- Juvenile fiction, Family -- Juvenile fiction, Fathers and daughters -- Juvenile fiction, Girls -- Conduct of life -- Juvenile fiction, Jealousy -- Juvenile fiction, Lockets -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,74
The Boy Scouts of the Naval Reserve,"Shaler, Robert",,,,"Boy Scouts of America -- Juvenile fiction, Mystery and detective stories, United States. Naval Reserve -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Crime/Mystery, Browsing: Fiction",False,74
The Ocean Wireless Boys on the Atlantic,"Goldfrap, John Henry",1879,1917,,"Tankers -- Juvenile fiction, Telegraph, Wireless -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,74
"The Girl's Own Paper, Vol. XX, No. 986, November 19, 1898",Various,,,,Children's literature -- Periodicals,"Browsing: Children & Young Adult Reading, Browsing: Encyclopedias/Dictionaries/Reference, The Girls Own Paper",False,74
"Harper's Young People, January 17, 1882: An Illustrated Weekly",Various,,,,"Children's periodicals, American","Browsing: Children & Young Adult Reading, Browsing: Encyclopedias/Dictionaries/Reference",False,74
Carlos und Nicolás,"Schmied, Rudolf Johannes",,,,Argentina -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Fiction",False,74
The Dreadnought Boys Aboard a Destroyer,"Goldfrap, John Henry",1879,1917,,"Sailors -- Juvenile fiction, United States. Navy -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,74
The Dreadnought Boys on a Submarine,"Goldfrap, John Henry",1879,1917,,"Sailors -- Juvenile fiction, Submarines (Ships) -- Juvenile fiction, United States. Navy -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,74
"Jack Jingle, and Sucky Shingle",Anonymous,,,,"Conduct of life -- Juvenile poetry, Courtship -- Juvenile poetry, Stories in rhyme","Browsing: Children & Young Adult Reading, Browsing: Literature, Browsing: Poetry",False,74
Deep Sea Hunters in the Frozen Seas,"Verrill, A. Hyatt (Alpheus Hyatt)",1871,1954,,"Arctic regions -- Juvenile fiction, Sealing -- Juvenile fiction, Walrus hunting -- Juvenile fiction, Whaling -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Travel & Geography",False,74
"The Girl's Own Paper, Vol. XX. No. 1009, April 29, 1899",Various,,,,Children's literature -- Periodicals,"Browsing: Children & Young Adult Reading, Browsing: Literature, The Girls Own Paper",False,74
Up in the garret,"Ranger, Robin",1827,1900,,"Children -- Juvenile fiction, Siblings -- Juvenile fiction, Sunday school literature","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,74
"Buds and Blossoms; or, Stories for Real Children","Lady, active 19th century",,,,Children's stories,"Browsing: Children & Young Adult Reading, Browsing: Literature",False,74
Hold fast,A. L. O. E.,1821,1893,,"Brothers -- Juvenile fiction, Christian life -- Juvenile fiction, Grandparent and child -- Juvenile fiction, Short stories","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,74
Glenloch Girls,"Remick, Grace May",,,,"Children -- Societies and clubs -- Juvenile fiction, Friendship -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,73
Princess Polly's Gay Winter,"Brooks, Amy",,,,"Elementary schools -- Juvenile fiction, Friendship -- Juvenile fiction, Girls -- Juvenile fiction, Students -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Children's Book Series",False,73
"Chico, the story of a homing pigeon","Blanchard, Lucy Mansfield Blanchard",1870,,,"Birds -- Juvenile fiction, Homing pigeons -- War use -- Juvenile fiction, World War, 1914-1918 -- Italy -- Juvenile Fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,73
Mary Had a Little Lamb: Recording taken from Movietone Production news film,"Edison, Thomas A. (Thomas Alva)",1847,1931,,"Nursery rhymes, American","Browsing: Children & Young Adult Reading, Browsing: Literature",False,73
"Theobald, the Iron-Hearted; Or, Love to Enemies","Malan, César",1787,1864,,"Christian life -- Juvenile fiction, Kindness -- Juvenile fiction, Love -- Religious aspects -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Literature, Browsing: Religion/Spirituality/Paranormal",False,73
The Chums of Scranton High at Ice Hockey,"Ferguson, Donald",,,,"High school students -- Juvenile fiction, Hockey","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,73
Melbourne House,"Warner, Susan",1819,1885,,"Children -- Religious life -- Juvenile fiction, Christian life -- Juvenile fiction, Tableaux -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Literature, Browsing: Religion/Spirituality/Paranormal",False,73
"The Boy from the Ranch; Or, Roy Bradner's City Experiences","Webster, Frank V.",,,,"City and town life -- Juvenile fiction, Mystery and detective stories, Ranch life -- Juvenile fiction, Thieves -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,73
"The Boy Ranchers in Death Valley; Or, Diamond X and the Poison Mystery","Baker, Willard F.",,,,"Detective and mystery stories, Ranches -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Crime/Mystery, Browsing: Fiction",False,73
The Club at Crow's Corner,"Otis, James",1848,1912,,Animals -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Fiction",False,73
Little Frankie at His Plays,"Leslie, Madeline",1815,1893,,"Children -- Conduct of life -- Juvenile fiction, Christian life -- Juvenile fiction, Conduct of life -- Juvenile fiction, Dogs -- Juvenile fiction, Families -- Juvenile fiction, Play -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,73
"Boy Scouts: Tenderfoot Squad; or, Camping at Raccoon Lodge","Douglas, Alan, Captain",,,,"Boy Scouts of America -- Juvenile fiction, Camping -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,73
"Woodbine-Arbor; or, The Little Gardeners: A Story of a Happy Childhood",Anonymous,,,,"Children's stories, Gardening -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,73
Georgina of the Rainbows,"Johnston, Annie F. (Annie Fellows)",1863,1931,,"Girls -- Juvenile fiction, New England -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,73
Missing at Marshlands: Arden Blake Mystery Series #3,"Garis, Cleo F.",1905,1998,,"Artists -- Juvenile fiction, Friendship -- Juvenile fiction, Mystery and detective stories, Russians -- United States -- Juvenile fiction, Thieves -- Juvenile fiction, Vacations -- Juvenile fiction, Women college students -- Juvenile fiction, Young women -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Crime/Mystery, Browsing: Literature",False,73
Mostly Mary,"Feehan, Mary Edward",1878,,,"Children -- Conduct of life -- Juvenile fiction, Christian life -- Juvenile fiction, Families -- Juvenile fiction, Girls -- Juvenile fiction, Sisters -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,73
Jack the Hunchback: A Story of Adventure on the Coast of Maine,"Otis, James",1848,1912,,"Adventure stories, Animals -- Juvenile fiction, Aunts -- Juvenile fiction, Christian life -- Juvenile fiction, Conduct of life -- Juvenile fiction, Farmers -- Juvenile fiction, Invalids -- Juvenile fiction, Maine -- Juvenile fiction, Missing children -- Juvenile fiction, Shipwrecks -- Juvenile fiction, Sick -- Juvenile fiction, Youth -- Conduct of life -- Juvenile fiction, Youth with disabilities -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,73
The Magic Curtain: A Mystery Story for Girls,"Snell, Roy J. (Roy Judson)",1878,1959,,"Mystery and detective stories, Thieves -- Juvenile fiction, Women dancers -- Juvenile fiction, Women detectives -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Crime/Mystery, Browsing: Fiction",False,73
Our Little Canadian Cousin,"MacDonald, Elizabeth Roberts",1864,1922,,"Amusements -- Juvenile fiction, Canada -- Social life and customs -- Juvenile fiction, Children -- Canada -- Juvenile fiction, Family -- Juvenile fiction, National characteristics, Canadian -- Juvenile fiction, Outdoor life -- Juvenile fiction, Parent and child -- Juvenile fiction, Play -- Juvenile fiction, Siblings -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Literature",False,73
The Shadow Passes: A Mystery Story for Boys,"Snell, Roy J. (Roy Judson)",1878,1959,,"Chinese -- Juvenile fiction, Fishing -- Juvenile fiction, Fishing boats -- Juvenile fiction, Mystery and detective stories, Sea stories","Browsing: Children & Young Adult Reading, Browsing: Crime/Mystery, Browsing: Fiction",False,73
Dorothy Dixon and the Mystery Plane,"Wayne, Dorothy",1884,,,"Boats and boating -- Juvenile fiction, Gangsters -- Juvenile fiction, Mystery and detective stories, Smuggling -- Juvenile fiction, Women detectives -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Crime/Mystery, Browsing: Fiction",False,73
"Linda Carlton, Air Pilot","Lavell, Edith",,,,"Adventure stories, Best friends -- Juvenile fiction, Carlton, Linda (Fictitious character) -- Juvenile fiction, Family -- Juvenile fiction, Mystery and detective stories, Women air pilots -- Juvenile fiction, Young women -- Social life and customs -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,73
Red Caps and Lilies,"Adams, Katharine",1885,1969,,"Children and war -- Juvenile fiction, France -- History -- Revolution, 1789-1799 -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - General",False,73
The Riverpark Rebellion,"Greene, Homer",1853,1940,,"Military cadets -- Juvenile fiction, Military education -- Juvenile fiction, Soldiers -- Juvenile fiction, Young men -- Conduct of life -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,73
The Daughters of the Little Grey House,"Taggart, Marion Ames",1866,1945,,Families -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,73
The Boy Scouts and the Prize Pennant,"Shaler, Robert",,,,"Balloonists -- Juvenile fiction, Boy Scouts of America -- Juvenile fiction, Photography -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,73
"The Khaki Boys Fighting to Win; or, Smashing the German Lines","Chase, Josephine",,1931,,"World War, 1914-1918 -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - Warfare",False,73
"The Speedwell Boys and Their Racing Auto; Or, A Run for the Golden Cup","Rockwood, Roy",,,,"Automobile racing -- Juvenile fiction, Motorcycling -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Sports/Hobbies/Motoring",False,73
The Boy Scouts at the Canadian Border,"Goldfrap, John Henry",1879,1917,,"Boy Scouts of America -- Juvenile fiction, Canadian-American Border Region -- Juvenile fiction, Maine -- Juvenile fiction, Sabotage -- Juvenile fiction, World War, 1914-1918 -- United States -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,73
"Dick Kent, Fur Trader","Oblinger, M. M. (Milo Milton)",1900,,,"Adventure stories, Canada, Northern -- Juvenile fiction, Royal Canadian Mounted Police -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction",False,73
"The Younger Sister: A Novel, Vol. I.","Hubback, Mrs. (Catherine-Anne Austen)",1818,1877,,"Children of clergy -- Fiction, Courtship -- Fiction, England -- Fiction, Love stories, Mate selection -- Fiction, Motherless families -- Fiction, Sisters -- Fiction, Young women -- Fiction","Browsing: Culture/Civilization/Society, Browsing: Fiction, Browsing: Literature",False,73
Hopeakauha: Satuja ja kertomuksia,"Nissinen, Alli",1866,1926,,"Children's poetry, Children's stories, Fairy tales","Browsing: Children & Young Adult Reading, Browsing: Literature, Browsing: Poetry",False,73
Pleasing Poetry and Pictures: For the Mind and the Eye,N/A,N/A,N/A,,"Children's poetry, Conduct of life -- Juvenile poetry","Browsing: Children & Young Adult Reading, Browsing: Poetry",False,73
Soffrona and Her Cat Muff,"Sherwood, Mary Martha",1775,1851,,"Altruism -- Juvenile fiction, Animal welfare -- Juvenile fiction, Cats -- Juvenile fiction, Sisters -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,73
Hubbell Trading Post National Historic Site: Junior Ranger Workbook,United States. National Park Service,,,,"Hubbell Trading Post National Historic Site (Ganado, Ariz.) -- Problems and exercises -- Juvenile literature","Browsing: Children & Young Adult Reading, Browsing: History - American, Browsing: Travel & Geography",False,73
"The Girl's Own Paper, Vol. XX, No. 1014, June 3, 1899",Various,,,,Children's literature -- Periodicals,"Browsing: Children & Young Adult Reading, Browsing: Other, The Girls Own Paper",False,73
The Girl Scouts' Motor Trip,"Lavell, Edith",,,,"Automobile travel -- Juvenile fiction, Girl Scouts -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,73
Villiruusu,"Wiggin, Kate Douglas Smith",1856,1923,"Maanpää, J.","Aunts -- Juvenile fiction, Girls -- Juvenile fiction, New England -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,73
Daniel's Youth,Unknown,,,,"Chapbooks, Christian literature for children, Conduct of life -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Literature, Browsing: Religion/Spirituality/Paranormal",False,73
Me miehet,"Hirn, Eva",1877,1948,,"Boys -- Juvenile fiction, Families -- Juvenile fiction, Finland -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,73
"Holidays at Brighton : $b or, sea-side amusements",Anonymous,,,,Brighton (England) -- Description and travel -- Juvenile literature,"Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Travel & Geography",False,73
"The high school rivals : $b or, Frank Markham's struggles","Webster, Frank V.",,,,"High school students -- Juvenile fiction, Schools -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Teaching & Education",False,73
The look of the thing and other stories,A. L. O. E.,1821,1893,,"Christian life -- Juvenile fiction, Short stories","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature",False,73
Roy Blakeley's Adventures in Camp,"Fitzhugh, Percy Keese",1876,1950,,"Boy Scouts of America -- Juvenile fiction, Camping -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Children's Book Series",False,72
The Second Generation,"Phillips, David Graham",1867,1911,,"Children of the rich -- Fiction, United States -- Social life and customs -- Fiction","Browsing: Culture/Civilization/Society, Browsing: Fiction, Browsing: Literature",False,72
The Brighton Boys with the Submarine Fleet,"Driscoll, James R.",,,,"Submarines (Ships) -- Juvenile fiction, World War, 1914-1918 -- Naval operations -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: History - Warfare, World War I",False,72
The Hilltop Boys on the River,"Burleigh, Cyril",,,,"Camps -- Juvenile fiction, Preparatory school students -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Children's Book Series",False,72
"Four Boy Hunters; Or, The Outing of the Gun Club","Stratemeyer, Edward",1862,1930,,"Camping -- Juvenile fiction, Hunting -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,72
